iter	MultiClass
139	0.1140628298
140	0.1134086504
141	0.1126827508
142	0.1120842902
143	0.1111011646
144	0.1103833136
145	0.1096032542
146	0.1089399839
147	0.1082244873
148	0.1077016776
149	0.1069242552
150	0.1063626012
151	0.1056821244
152	0.1050629171
153	0.1044071029
154	0.1039369835
155	0.1030947683
156	0.1022929355
157	0.1016157004
158	0.10106719
159	0.1005875324
160	0.1002503902
161	0.09970028075
162	0.0987277229
163	0.09832801923
164	0.09781453982
165	0.09723307968
166	0.09670946853
167	0.09600421563
168	0.09536001817
169	0.09493838804
170	0.09447545043
171	0.09385561408
172	0.09307888216
173	0.0919187554
174	0.09132182436
175	0.09094871067
176	0.09061699526
177	0.09001770779
178	0.08967240496
179	0.08926893966
180	0.08876788007
181	0.08841540072
182	0.08808370616
183	0.08737316199
184	0.08690373819
185	0.08628122686
186	0.08578998991
187	0.08551255457
188	0.08494037509
189	0.0846388106
190	0.08433448698
191	0.08375951541
192	0.08324875523
193	0.0829389016
194	0.08259699439
195	0.08206451777
196	0.08164595231
197	0.08120044158
198	0.08083923972
199	0.08052799771
200	0.08011523787
201	0.07961480294
202	0.07921165435
203	0.0786812322
204	0.07821080866
205	0.07771341042
206	0.07744845489
207	0.0768637125
208	0.07644628224
209	0.07619375196
210	0.07582380778
211	0.07556273262
212	0.07503286941
213	0.07477498358
214	0.07449978347
215	0.07409992072
216	0.0739302404
217	0.07354024044
218	0.07304855314
219	0.07284475937
220	0.07251992961
221	0.07230329085
222	0.07192939799
223	0.07158330909
224	0.07119996669
225	0.07092688312
226	0.0705962805
227	0.07040300312
228	0.06991648803
229	0.06956997536
230	0.06922739598
231	0.06887053553
232	0.06855251308
233	0.06823049633
234	0.06776763875
235	0.06743833587
236	0.06702584731
237	0.066663233
238	0.06646736067
239	0.06614808919
240	0.06589038168
241	0.06559777616
242	0.06541140691
243	0.06515434888
244	0.06494947803
245	0.06454317767
246	0.0641700422
247	0.06386076481
248	0.06353995147
249	0.06324526857
250	0.06313548601
251	0.06278016061
252	0.06240149963
253	0.06213504827
254	0.06181640674
255	0.06139092265
256	0.06108030773
257	0.06081540028
258	0.06051997833
259	0.06027469413
260	0.06000176311
261	0.05969806942
262	0.05952127984
263	0.05928899945
264	0.05887536126
265	0.05865929297
266	0.05844077323
267	0.05812342699
268	0.05792359564
269	0.0576075802
270	0.05728016759
271	0.05702276105
272	0.05675988146
273	0.0564733139
274	0.05617149862
275	0.05593710285
276	0.05570434456
277	0.0555392834
278	0.05536842954
279	0.05519709431
280	0.0549327661
281	0.05474831867
282	0.05448690586
283	0.05427104163
284	0.05401595242
285	0.05384569657
286	0.05368607881
287	0.05347407692
288	0.05325684738
289	0.05302769497
290	0.05284069007
291	0.05263392232
292	0.05242185786
293	0.05222196531
294	0.05190702573
295	0.05171106494
296	0.05154073511
297	0.05137500411
298	0.0512485953
299	0.05109031695
300	0.05088827215
301	0.05075544686
302	0.05051508952
303	0.05041776033
304	0.05032422923
305	0.0501446899
306	0.04998442706
307	0.04981780296
308	0.04960150094
309	0.04944498321
310	0.04924548953
311	0.04900300986
312	0.0487943391
313	0.04863659239
314	0.04843686417
315	0.04827863869
316	0.04805628797
317	0.04796672354
318	0.04779002562
319	0.04763747263
320	0.04756453862
321	0.04742996987
322	0.04730303246
323	0.04717147774
324	0.04704781307
325	0.04691159139
326	0.04674779695
327	0.04652163524
328	0.04628934152
329	0.04612601984
330	0.04602183653
331	0.04590794747
332	0.04578501927
333	0.04563142905
334	0.04548589262
335	0.04528009656
336	0.04501316438
337	0.04488321493
338	0.04478657454
339	0.04466909843
340	0.04447533901
341	0.04433699642
342	0.04421087312
343	0.04401364724
344	0.04385532546
345	0.04363137469
346	0.04346284
347	0.04334318705
348	0.04320553893
349	0.04307851843
350	0.0428537217
351	0.04272691975
352	0.04257293327
353	0.04242325499
354	0.04225780985
355	0.04212550044
356	0.04198878791
357	0.04180388586
358	0.0417146653
359	0.0416468548
360	0.04151686943
361	0.04132591757
362	0.04120596964
363	0.04111450308
364	0.04098669304
365	0.04084386898
366	0.04073843229
367	0.04060945965
368	0.04046815889
369	0.04035968962
370	0.04025651014
371	0.04010053063
372	0.04001221652
373	0.03985909276
374	0.03970134074
375	0.03962394829
376	0.03952184107
377	0.03941077076
378	0.03929857899
379	0.03916336484
380	0.03904065795
381	0.03885580493
382	0.0387381265
383	0.03863826278
384	0.03852069301
385	0.03836891697
386	0.03821705275
387	0.03806299463
388	0.03798390921
389	0.03789890815
390	0.03774311721
391	0.0376639391
392	0.03754071006
393	0.03737019906
394	0.03730271629
395	0.03719831707
396	0.03708876394
397	0.03700791564
398	0.03691853215
399	0.03685235125
400	0.03667306961
401	0.0365735641
402	0.0364232855
403	0.03630443478
404	0.03623504598
405	0.03615073728
406	0.03608437302
407	0.03598568822
408	0.03586186271
409	0.0357905694
410	0.03565995822
411	0.03557721977
412	0.03547515699
413	0.03535291891
414	0.03526516052
415	0.03519604925
416	0.03510330445
417	0.03501698585
418	0.03486871334
419	0.03478155448
420	0.03467863269
421	0.03454475562
422	0.03443265304
423	0.03433333139
424	0.03424864867
425	0.0341235783
426	0.03400212539
427	0.03389645498
428	0.03381289442
429	0.03376863616
430	0.03369626051
431	0.03358145352
432	0.03341536782
433	0.03329057815
434	0.03320488559
435	0.0330991108
436	0.03299463977
437	0.0329277026
438	0.03282767915
439	0.03273887637
440	0.03266639514
441	0.03258359339
442	0.03249305738
443	0.0323844888
444	0.03229794327
445	0.0322180459
446	0.03213229177
447	0.03203073448
448	0.0319294793
449	0.03184038714
450	0.03175426383
451	0.03163213442
452	0.03157673704
453	0.03148988363
454	0.0314073468
455	0.03133771515
456	0.03126351581
457	0.03121271143
458	0.03113649056
459	0.03103523568
460	0.03096524777
461	0.03090837133
462	0.03078934529
463	0.03071867578
464	0.03069095579
465	0.03063385723
466	0.03053227456
467	0.03046584332
468	0.0304423219
469	0.03039189524
470	0.03034526624
471	0.03024608714
472	0.03019112478
473	0.0301329501
474	0.03006136591
475	0.02998645836
476	0.0299256869
477	0.02983484418
478	0.02976340374
479	0.02966475711
480	0.02958191072
481	0.02953683414
482	0.029449639
483	0.02937578652
484	0.02930046061
485	0.02923868603
486	0.0291857005
487	0.02910699367
488	0.02902032515
489	0.02895424166
490	0.02889690541
491	0.02883010791
492	0.02877929187
493	0.02870421485
494	0.02863749646
495	0.02854133387
496	0.02847674643
497	0.02839907554
498	0.02834161495
499	0.02830035393
500	0.02825916316
501	0.02819007801
502	0.02813786338
503	0.02807067014
504	0.02802725681
505	0.02799200402
506	0.02793304444
507	0.02785781495
508	0.02780329464
509	0.0277016568
510	0.02767565149
511	0.0275850182
512	0.02752518889
513	0.02748413937
514	0.02742282923
515	0.02734174521
516	0.02725943907
517	0.02715870567
518	0.02709775971
519	0.02703957836
520	0.02698072884
521	0.02691089539
522	0.02687206117
523	0.02681241577
524	0.02672707287
525	0.02664950755
526	0.02655385729
527	0.02645958687
528	0.02641843604
529	0.02635956782
530	0.026307888
531	0.026246213
532	0.02620322369
533	0.02616521741
534	0.02612293268
535	0.02608837264
536	0.02605260766
537	0.02599120025
538	0.02593591683
539	0.02586848265
540	0.02579268155
541	0.02573622455
542	0.02567623866
543	0.02562389048
544	0.0255551497
545	0.02549784799
546	0.0254459126
547	0.02536805803
548	0.02529898328
549	0.02525806783
550	0.02520795747
551	0.02513011811
552	0.02510051341
553	0.02502310095
554	0.02494902342
555	0.02490609846
556	0.02484979206
557	0.02479495896
558	0.02475080578
559	0.02468124455
560	0.02464022021
561	0.02457974754
562	0.02451888058
563	0.02447299855
564	0.02443131786
565	0.02438947809
566	0.02433714177
567	0.02428856305
568	0.02424505573
569	0.02417784179
570	0.0241334825
571	0.0240695604
572	0.02403956791
573	0.02400921821
574	0.02395007957
575	0.02388626509
576	0.02384287146
577	0.02378708351
578	0.02374104663
579	0.02368939352
580	0.02364638435
581	0.02361248208
582	0.02357850305
583	0.02349789725
584	0.02343658895
585	0.02339683847
586	0.02333845344
587	0.02331367227
588	0.02324561731
589	0.02320038447
590	0.02309556915
591	0.02304741945
592	0.02300456276
593	0.02295570185
594	0.02291993524
595	0.02288969814
596	0.02279453106
597	0.0227675043
598	0.02272667936
599	0.02268375217
600	0.02263690991
601	0.02260375267
602	0.02254441011
603	0.02246757252
604	0.02241877414
605	0.02238919285
606	0.02233662588
607	0.02229370344
608	0.0222597778
609	0.02221643016
610	0.02219142873
611	0.02211981919
612	0.02209521483
613	0.02203926017
614	0.0220163549
615	0.02198190354
616	0.02194523127
617	0.02191995217
618	0.02187438104
619	0.0218455461
620	0.02178971767
621	0.02173336641
622	0.02167225368
623	0.0216385918
624	0.02159397229
625	0.02155782257
626	0.02153073891
627	0.02146251916
628	0.02142064717
629	0.02137082509
630	0.02134331311
631	0.02132250127
632	0.02128710212
633	0.02123055153
634	0.0211892761
635	0.02113468058
636	0.02109547068
637	0.02105239462
638	0.02101334906
639	0.02097546627
640	0.02093189088
641	0.02089748685
642	0.02085270247
643	0.02080383041
644	0.02077246482
645	0.02073860555
646	0.02068389925
647	0.02063050446
648	0.02059883363
649	0.02053676103
650	0.02050833994
651	0.02045628064
652	0.02041655369
653	0.02039059461
654	0.02035435223
655	0.02031226367
656	0.02024817552
657	0.02020880553
658	0.02017618157
659	0.02014935975
660	0.02011085247
661	0.02008229098
662	0.02005123379
663	0.02000725698
664	0.01998016397
665	0.01992949663
666	0.01989906762
667	0.01984550117
668	0.01981940143
669	0.01978536302
670	0.01972691014
671	0.01970251862
672	0.01966067119
673	0.01963621815
674	0.01960453607
675	0.0195693514
676	0.01952557398
677	0.01947171439
678	0.01944978769
679	0.01942604363
680	0.01938976906
681	0.01937899822
682	0.01935567626
683	0.01932666635
684	0.0192841812
685	0.01924065574
686	0.01920579424
687	0.01916075792
688	0.01914149846
689	0.01912573918
690	0.0190800582
691	0.01904222927
692	0.01901217472
693	0.01896829154
694	0.01894702099
695	0.01891637318
696	0.01887725211
697	0.01882162994
698	0.01879044203
699	0.0187616707
700	0.01872510722
701	0.01869018433
702	0.01865465611
703	0.01861622918
704	0.01856674462
705	0.01854666819
706	0.01851643386
707	0.01848132746
708	0.01846503976
709	0.01843389006
710	0.01840240553
711	0.01836767994
712	0.01834785445
713	0.01831511388
714	0.01828787254
715	0.01826888329
716	0.01823280466
717	0.01819382715
718	0.01816308516
719	0.01814513204
720	0.01812422375
721	0.0180867526
722	0.01807231813
723	0.01802972239
724	0.01798848641
725	0.01795601534
726	0.01793660836
727	0.01790977215
728	0.01786213142
729	0.01781677874
730	0.01779911192
731	0.01775083997
732	0.01771728949
733	0.01768219574
734	0.01765336934
735	0.01762929348
736	0.01760347052
737	0.01757935581
738	0.01755854918
739	0.01753226903
740	0.01751493988
741	0.01747928014
742	0.01744447245
743	0.01742024223
744	0.01739052482
745	0.01736198933
746	0.0173216436
747	0.01730144707
748	0.01727000662
749	0.01721805949
750	0.01719448202
751	0.01717875473
752	0.01714534517
753	0.01712025687
754	0.017092581
755	0.01704652413
756	0.01701905965
757	0.016997217
758	0.01697666466
759	0.01694176484
760	0.01691517172
761	0.01687874645
762	0.01684866031
763	0.01683282588
764	0.01681410274
765	0.01679412774
766	0.01677320394
767	0.0167428074
768	0.01670214701
769	0.01666075635
770	0.01663726697
771	0.01660777725
772	0.01658233429
773	0.01655397043
774	0.01653620761
775	0.01651355527
776	0.01650400721
777	0.01647106546
778	0.01644345868
779	0.01640998837
780	0.01637404021
781	0.01635814014
782	0.01634036506
783	0.01632679369
784	0.01630634975
785	0.01628232444
786	0.01625857941
787	0.01624416769
788	0.0162325558
789	0.01621590113
790	0.01618747849
791	0.01616385918
792	0.01614745858
793	0.01613076545
794	0.01612159231
795	0.01609021098
796	0.0160714247
797	0.01604483347
798	0.01600765385
799	0.01598015661
800	0.0159544787
801	0.01594100402
802	0.0159212829
803	0.01589529979
804	0.01586640567
805	0.01585221012
806	0.01583294096
807	0.01579963365
808	0.01577908134
809	0.01575390286
810	0.01573173925
811	0.0157205469
812	0.01570391272
813	0.01568820601
814	0.01566275384
815	0.01564388496
816	0.01561848838
817	0.01560468445
818	0.01557080471
819	0.01554999508
820	0.01552774459
821	0.01550538717
822	0.01548116373
823	0.01545997739
824	0.01544880989
825	0.01543050263
826	0.01540966516
827	0.01539781672
828	0.01538405582
829	0.01534568957
830	0.01532254886
831	0.0153044279
832	0.01528076055
833	0.01526183569
834	0.01523687092
835	0.0152087013
836	0.0151918796
837	0.01517180628
838	0.01515749498
839	0.01513478469
840	0.01511956668
841	0.01509449691
842	0.01507185444
843	0.01504863613
844	0.01503091999
845	0.01501136994
846	0.01499610891
847	0.01497358066
848	0.01495772442
849	0.01494451845
850	0.01492946648
851	0.01490924065
852	0.01488755065
853	0.01486795199
854	0.01485923671
855	0.01483524654
856	0.01480780592
857	0.01478430562
858	0.01476923765
859	0.0147483822
860	0.01474081727
861	0.01472940379
862	0.01471408122
863	0.01469255168
864	0.0146766949
865	0.0146511122
866	0.01462767335
867	0.01460769084
868	0.01459506092
869	0.01457830346
870	0.01455961146
871	0.0145343522
872	0.0145172948
873	0.01449846569
874	0.01446390227
875	0.01443823754
876	0.01441994481
877	0.01440010153
878	0.01438008475
879	0.01436415061
880	0.01434875019
881	0.01434138704
882	0.01431941605
883	0.01430421051
884	0.01429255132
885	0.01427923664
886	0.01426723856
887	0.01425194195
888	0.01422477999
889	0.01420895036
890	0.01419242006
891	0.01416251753
892	0.01415043433
893	0.01412959806
894	0.01411091178
895	0.0141010871
896	0.014081753
897	0.0140704841
898	0.01405623277
899	0.01403807281
900	0.01401889554
901	0.01400543367
902	0.01399040857
903	0.01397410226
904	0.0139623932
905	0.01394512682
906	0.01392738853
907	0.01391177559
908	0.01389302744
909	0.01386656596
910	0.01384791421
911	0.013822399
912	0.0138049829
913	0.01378724081
914	0.01377058071
915	0.01375727104
916	0.01373933546
917	0.0137200605
918	0.01370588048
919	0.01368571287
920	0.01367297938
921	0.01364707101
922	0.01362641681
923	0.01360352432
924	0.01358711877
925	0.01356519401
926	0.0135491849
927	0.01352878147
928	0.01350626485
929	0.01349077253
930	0.0134774429
931	0.01345004803
932	0.01343974454
933	0.01342309108
934	0.01340818746
935	0.01339553711
936	0.01337860287
937	0.01334605574
938	0.01333109572
939	0.0133192893
940	0.01330036798
941	0.01328713987
942	0.01326840006
943	0.01325498836
944	0.01324311111
945	0.01321159992
946	0.01319804604
947	0.01318090782
948	0.01316214694
949	0.01314899191
950	0.01313320473
951	0.01311748731
952	0.01310323948
953	0.01308980703
954	0.01306994707
955	0.01304726919
956	0.01303499372
957	0.01302680098
958	0.01300727592
959	0.01299454382
960	0.01298564926
961	0.01296792972
962	0.01295000692
963	0.01293604982
964	0.01292317326
965	0.01291214083
966	0.01289254059
967	0.01288243265
968	0.0128636984
969	0.01285042232
970	0.01283235783
971	0.01280991449
972	0.01279778162
973	0.01278364969
974	0.01275969243
975	0.01274378317
976	0.01272567994
977	0.01270729173
978	0.01269634035
979	0.01268592421
980	0.01266148041
981	0.01263959503
982	0.0126309231
983	0.01261406879
984	0.01259831887
985	0.01258685097
986	0.01257769262
987	0.01256194658
988	0.01254705917
989	0.01253131511
990	0.01252311679
991	0.01250609581
992	0.01248519396
993	0.01246070375
994	0.01244832493
995	0.01243532819
996	0.0124193032
997	0.01240817817
998	0.01239266326
999	0.01238260457
